YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,SUGARCANE_EQUIVALENT_TONNES
2015,BRAZIL,SALVADOR,BRAZIL AGROBUSINESS COMERCIO INTERNACIONAL DE FRUTAS EIRELI - EPP,BRAZIL AGROBUSINESS COMERCIO INTERNACIONAL DE FRUTAS EIRELI - EPP,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,774,7.759854
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,ANGOLA,ANGOLA,Sugarcane equivalents,374962,9243.3555
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,BENIN,BENIN,Sugarcane equivalents,679530,13762.3293
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,CAPE VERDE,CAPE VERDE,Sugarcane equivalents,316223,6162.237
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,GAMBIA,GAMBIA,Sugarcane equivalents,1545717,31838.2245
2017,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,GAMBIA,GAMBIA,Sugarcane equivalents,1080000,16432.632
2016,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,GHANA,GHANA,Sugarcane equivalents,1364391,20540.79
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,GUINEA,GUINEA,Sugarcane equivalents,50998,1027.0395
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,LIBERIA,LIBERIA,Sugarcane equivalents,357487,7189.2765
2017,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,MAURITANIA,MAURITANIA,Sugarcane equivalents,99916,2054.079
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,104733,2054.079
2016,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,SRI LANKA,SRI LANKA,Sugarcane equivalents,1088388,24648.948
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,TOGO,TOGO,Sugarcane equivalents,130617,2670.3027
2017,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,TOGO,TOGO,Sugarcane equivalents,383416,6367.6449
2016,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1091513,16432.632
2017,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,1481379,20540.79
2015,BRAZIL,SALVADOR,USINA SAO JOSE DO PINHEIRO LTDA,USINA SAO JOSE DO PINHEIRO LTDA,YEMEN,YEMEN,Sugarcane equivalents,905199,22184.0532
2015,BRAZIL,SALVADOR,USINA SAO JOSE,USINA SAO JOSE,LEBANON,LEBANON,Sugarcane equivalents,213884,4108.158
2015,BRAZIL,SALVADOR,USINA SAO JOSE,USINA SAO JOSE,TURKEY,TURKEY,Sugarcane equivalents,374019,7189.2765
2015,BRAZIL,SANTANA DO LIVRAMENTO,ANDRADE ACUCAR E ALCOOL,ANDRADE ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,211040,6162.237
2016,BRAZIL,SANTANA DO LIVRAMENTO,ANDRADE ACUCAR E ALCOOL,ANDRADE ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,301213,6983.8686
2017,BRAZIL,SANTANA DO LIVRAMENTO,ANDRADE ACUCAR E ALCOOL,ANDRADE ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,37079,623.8314
2016,BRAZIL,SANTANA DO LIVRAMENTO,COMPANHIA ENERGETICA SAO JOSE,COMPANHIA ENERGETICA SAO JOSE,URUGUAY,URUGUAY,Sugarcane equivalents,268530,6070.9446
2017,BRAZIL,SANTANA DO LIVRAMENTO,COMPANHIA ENERGETICA SAO JOSE,COMPANHIA ENERGETICA SAO JOSE,URUGUAY,URUGUAY,Sugarcane equivalents,165400,3423.465
2015,BRAZIL,SANTANA DO LIVRAMENTO,"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A",URUGUAY,URUGUAY,Sugarcane equivalents,1596195,34059.6729
2016,BRAZIL,SANTANA DO LIVRAMENTO,"COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A","COOPERATIVA DE PRODUTORES DE CANA-DE-ACUCAR, ACUCAR E A",URUGUAY,URUGUAY,Sugarcane equivalents,320013,8109.8082
2017,BRAZIL,SANTANA DO LIVRAMENTO,FENIX PRESTADORA DE SERVICOS DE ENVASE E PREPARO DE ALIMENTO,FENIX PRESTADORA DE SERVICOS DE ENVASE E PREPARO DE ALIMENTO,URUGUAY,URUGUAY,Sugarcane equivalents,18900,91.2924
2015,BRAZIL,SANTANA DO LIVRAMENTO,GUARANI,GUARANI,URUGUAY,URUGUAY,Sugarcane equivalents,2729326,61706.0547
2016,BRAZIL,SANTANA DO LIVRAMENTO,GUARANI,GUARANI,URUGUAY,URUGUAY,Sugarcane equivalents,3008469,57955.4586
2017,BRAZIL,SANTANA DO LIVRAMENTO,GUARANI,GUARANI,URUGUAY,URUGUAY,Sugarcane equivalents,1852018,31191.57
2016,BRAZIL,SANTANA DO LIVRAMENTO,NARDINI AGROINDUSTRIAL,NARDINI AGROINDUSTRIAL,URUGUAY,URUGUAY,Sugarcane equivalents,19151,419.94504
2016,BRAZIL,SANTANA DO LIVRAMENTO,SANCHEZ CANO LTDA,SANCHEZ CANO LTDA,URUGUAY,URUGUAY,Sugarcane equivalents,245,0.6010083
2017,BRAZIL,SANTANA DO LIVRAMENTO,TEREOS ACUCAR E ENERGIA BRASIL S.A.,TEREOS ACUCAR E ENERGIA BRASIL S.A.,URUGUAY,URUGUAY,Sugarcane equivalents,414366,8368.47
2016,BRAZIL,SANTANA DO LIVRAMENTO,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,USINA ALTA MOGIANA S/A-ACUCAR E ALCOOL,URUGUAY,URUGUAY,Sugarcane equivalents,95817,2092.1175
2017,BRAZIL,SANTANA DO LIVRAMENTO,USINA SANTA ISABEL,USINA SANTA ISABEL,URUGUAY,URUGUAY,Sugarcane equivalents,85975,1901.925
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,ALGERIA,ALGERIA,Sugarcane equivalents,4919675,133851.775725
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,ALGERIA,ALGERIA,Sugarcane equivalents,3810864,69032.5132464
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,ALGERIA,ALGERIA,Sugarcane equivalents,909607,18811.8412749
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,AUSTRALIA,AUSTRALIA,Sugarcane equivalents,377053,11411.55
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,BAHRAIN,BAHRAIN,Sugarcane equivalents,931078,23568.7839309
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,BAHRAIN,BAHRAIN,Sugarcane equivalents,1994685,54259.6683708
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,BANGLADESH,BANGLADESH,Sugarcane equivalents,21425742,527335.5386079
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,BANGLADESH,BANGLADESH,Sugarcane equivalents,2760239,41805.9243324
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,BANGLADESH,BANGLADESH,Sugarcane equivalents,3049370,67524.8116527
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,CANADA,CANADA,Sugarcane equivalents,562948,17497.71
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,CHILE,CHILE,Sugarcane equivalents,2520500,64372.5611577
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,14186021,350733.1371876
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,7095748,155103.8172057
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,CROATIA,EUROPEAN UNION,Sugarcane equivalents,369051,11411.55
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,DOMINICAN REPUBLIC,DOMINICAN REPUBLIC,Sugarcane equivalents,2290395,64665.45
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,EGYPT,EGYPT,Sugarcane equivalents,8424867,209465.238564
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,EGYPT,EGYPT,Sugarcane equivalents,228470,3803.85
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,EGYPT,EGYPT,Sugarcane equivalents,2188748,49154.4680319
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,FINLAND,EUROPEAN UNION,Sugarcane equivalents,3471002,106971.3599841
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,GEORGIA,GEORGIA,Sugarcane equivalents,967298,27221.4689319
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,INDIA,INDIA,Sugarcane equivalents,13777117,350213.9116626
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,INDIA,INDIA,Sugarcane equivalents,10203540,250222.3121205
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,INDIA,INDIA,Sugarcane equivalents,6684794,109395.2797119
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,INDONESIA,INDONESIA,Sugarcane equivalents,6398400,114115.5
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,INDONESIA,INDONESIA,Sugarcane equivalents,3075946,63717.6294801
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,IRAN,IRAN,Sugarcane equivalents,3137295,79880.85
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,IRAQ,IRAQ,Sugarcane equivalents,917085,24391.9142478
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,IRAQ,IRAQ,Sugarcane equivalents,1192961,29289.645
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,IRAQ,IRAQ,Sugarcane equivalents,713971,14115.7145727
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,ISRAEL,ISRAEL,Sugarcane equivalents,948672,23916.6231903
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,ISRAEL,ISRAEL,Sugarcane equivalents,927253,15215.4
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MALAYSIA,MALAYSIA,Sugarcane equivalents,6030396,113142.3458391
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MALAYSIA,MALAYSIA,Sugarcane equivalents,4561127,97154.0263422
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MALAYSIA,MALAYSIA,Sugarcane equivalents,2156756,51732.36
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MAURITIUS,MAURITIUS,Sugarcane equivalents,4006200,91292.4
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MOROCCO,MOROCCO,Sugarcane equivalents,1025286,28520.9782074
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MOROCCO,MOROCCO,Sugarcane equivalents,1789676,52790.3400159
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,MOROCCO,MOROCCO,Sugarcane equivalents,5413987,125370.1411875
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,NIGERIA,NIGERIA,Sugarcane equivalents,1012149,25630.3413
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,NIGERIA,NIGERIA,Sugarcane equivalents,6626131,109789.5107259
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,NIGERIA,NIGERIA,Sugarcane equivalents,437730,8876.7708678
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,PERU,PERU,Sugarcane equivalents,619720,15215.4
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,4902211,135970.9233831
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2558578,69610.455
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,4284662,72273.15
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,2505002,47108.8792251
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,TUNISIA,TUNISIA,Sugarcane equivalents,781150,20921.175
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,8642602,218768.923125
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,1397900,38038.5
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Sugarcane equivalents,3209213,77124.047751
2017,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,UNKNOWN COUNTRY,UNKNOWN COUNTRY,Sugarcane equivalents,567800,11411.55
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,UZBEKISTAN,UZBEKISTAN,Sugarcane equivalents,1673244,41081.58
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,VENEZUELA,VENEZUELA,Sugarcane equivalents,541141,13488.2314767
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,VENEZUELA,VENEZUELA,Sugarcane equivalents,591045,10422.549
2015,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,YEMEN,YEMEN,Sugarcane equivalents,540989,13616.2462446
2016,BRAZIL,SANTOS,ABENGOA BIOENERGIA AGROINDUSTRIA,ABENGOA BIOENERGIA AGROINDUSTRIA,YEMEN,YEMEN,Sugarcane equivalents,1640558,47852.433
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ALGERIA,ALGERIA,Sugarcane equivalents,5186540,149992.6372146
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ALGERIA,ALGERIA,Sugarcane equivalents,7467351,176537.0512773
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ALGERIA,ALGERIA,Sugarcane equivalents,20938187,339209.6627052
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,BANGLADESH,BANGLADESH,Sugarcane equivalents,7364809,204124.8005334
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,BANGLADESH,BANGLADESH,Sugarcane equivalents,18972716,473620.1479182
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,BANGLADESH,BANGLADESH,Sugarcane equivalents,65190774,1092891.3479919
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CANADA,CANADA,Sugarcane equivalents,5986150,180864.0980217
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CANADA,CANADA,Sugarcane equivalents,648827,15596.8272549
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,20679529,602797.7755863
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,14998675,397470.524814
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CHINA (MAINLAND),CHINA (MAINLAND),Sugarcane equivalents,5961738,102791.7656811
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,CROATIA,EUROPEAN UNION,Sugarcane equivalents,817054,24330.2918778
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,EGYPT,EGYPT,Sugarcane equivalents,11508617,325729.533429
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,EGYPT,EGYPT,Sugarcane equivalents,5036639,129791.5766658
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,EGYPT,EGYPT,Sugarcane equivalents,14591961,272929.6761804
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,GEORGIA,GEORGIA,Sugarcane equivalents,1731966,48689.28
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,GEORGIA,GEORGIA,Sugarcane equivalents,37895,933.0615819
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDIA,INDIA,Sugarcane equivalents,16990306,512917.600545
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDIA,INDIA,Sugarcane equivalents,13654604,294326.2259226
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDIA,INDIA,Sugarcane equivalents,28006559,486210.0621789
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDONESIA,INDONESIA,Sugarcane equivalents,946765,31013.778051
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDONESIA,INDONESIA,Sugarcane equivalents,10888634,261080.2726146
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,INDONESIA,INDONESIA,Sugarcane equivalents,1653539,27561.3885756
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,IRAQ,IRAQ,Sugarcane equivalents,1990891,60963.54318
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,IRAQ,IRAQ,Sugarcane equivalents,29550044,719985.4626465
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,IRAQ,IRAQ,Sugarcane equivalents,19291794,362143.5536403
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ISRAEL,ISRAEL,Sugarcane equivalents,298300,7607.7
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,LEBANON,LEBANON,Sugarcane equivalents,2107,62.7559173
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MALAYSIA,MALAYSIA,Sugarcane equivalents,4523518,126458.4302802
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MALAYSIA,MALAYSIA,Sugarcane equivalents,19025682,456737.626971
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MALAYSIA,MALAYSIA,Sugarcane equivalents,10209026,170500.9423356
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MOROCCO,MOROCCO,Sugarcane equivalents,3698784,107268.57
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MOROCCO,MOROCCO,Sugarcane equivalents,2124654,55230.3956754
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,MOROCCO,MOROCCO,Sugarcane equivalents,1050622,16958.5903395
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,NIGERIA,NIGERIA,Sugarcane equivalents,1809485,52455.0915
2016,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,NIGERIA,NIGERIA,Sugarcane equivalents,11958433,293071.731408
2017,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,NIGERIA,NIGERIA,Sugarcane equivalents,2158138,36860.6378475
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Sugarcane equivalents,3784570,121723.2
2015,BRAZIL,SANTOS,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,ACUCAR E ALCOOL OSWALDO RIBEIRO DE,SAUDI ARABIA,SAUDI ARABIA,Sugarcane equivalents,8293698,246271.13901
