YEAR,COUNTRY OF PRODUCTION,DEPARTMENT,MUNICIPALITY OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES,COFFEE_BEAN,TRASE_GEOCODE
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,N V COFFEETEAM SA,N V COFFEETEAM SA,FRANCE,EUROPEAN UNION,Coffee equivalents,17382.9990727149,4.9279520203274,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,N V COFFEETEAM SA,N V COFFEETEAM SA,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,45318.2859576949,12.4759181619358,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,N V COFFEETEAM SA,N V COFFEETEAM SA,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,211513.043794182,59.9635550231593,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV GROUP SOPEX S A,NV GROUP SOPEX S A,BELGIUM,EUROPEAN UNION,Coffee equivalents,133365.569020892,42.4429272179442,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV GROUP SOPEX S A,NV GROUP SOPEX S A,FRANCE,EUROPEAN UNION,Coffee equivalents,46860.2849238911,14.7607607243289,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV GROUP SOPEX S A,NV GROUP SOPEX S A,FRANCE,EUROPEAN UNION,Coffee equivalents,7606.93064705307,2.08173829632388,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV GROUP SOPEX S A,NV GROUP SOPEX S A,ITALY,EUROPEAN UNION,Coffee equivalents,82159.5581805655,27.0355582223836,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV GROUP SOPEX S A,NV GROUP SOPEX S A,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,24963.3662725901,8.31045796709998,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV SUPREMO SA,NV SUPREMO SA,BELGIUM,EUROPEAN UNION,Coffee equivalents,29338.6487748767,8.31745277481582,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,NV SUPREMO SA,NV SUPREMO SA,GERMANY,EUROPEAN UNION,Coffee equivalents,29325.3930922546,8.31369437066999,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,OLAM,OLAM,CANADA,CANADA,Coffee equivalents,40671.3877637945,10.0155206479205,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,OLAM,OLAM,UNITED STATES,UNITED STATES,Coffee equivalents,134381.153505163,36.1161758390313,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,OLAM,OLAM,UNITED STATES,UNITED STATES,Coffee equivalents,241419.062490671,70.0968586063822,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ORIGIN TRADERS,ORIGIN TRADERS,AUSTRALIA,AUSTRALIA,Coffee equivalents,6925.51109539279,2.0667046797406,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ORIMI LLC,ORIMI LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,19678.5218646396,4.27087023544826,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ORIMI LLC,ORIMI LLC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Coffee equivalents,15825.3693086484,4.01585482980915,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PACORINI GLOBAL SERVS USA LLC,PACORINI GLOBAL SERVS USA LLC,UNITED STATES,UNITED STATES,Coffee equivalents,69158.7840996716,16.0572597124421,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PACORINI GLOBAL SERVS USA LLC,PACORINI GLOBAL SERVS USA LLC,UNITED STATES,UNITED STATES,Coffee equivalents,277830.647027478,90.7984878502224,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PACORINI SILOCAF S.R.L.,PACORINI SILOCAF S.R.L.,BELGIUM,EUROPEAN UNION,Coffee equivalents,9071.89707502823,1.99999300615229,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PACORINI SILOCAF S.R.L.,PACORINI SILOCAF S.R.L.,SPAIN,EUROPEAN UNION,Coffee equivalents,26419.753489406,8.26477403714454,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,CANADA,CANADA,Coffee equivalents,11883.3942643346,3.65442163111942,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,102338.937424035,30.9593321506201,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PARAGON COFFEE TRADING,PARAGON COFFEE TRADING,UNITED STATES,UNITED STATES,Coffee equivalents,46895.8941383523,15.0067556589589,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PROREX TRADING 30 CC,PROREX TRADING 30 CC,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,14615.5004169771,4.14346695773439,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PW BELLINGAL INC,PW BELLINGAL INC,UNITED STATES,UNITED STATES,Coffee equivalents,5659.04478237912,1.81729280461935,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,PW BELLINGAL INC,PW BELLINGAL INC,UNITED STATES,UNITED STATES,Coffee equivalents,11704.7702788645,3.75211920363922,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,Coffee equivalents,1076002.72996359,330.180813152751,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,Coffee equivalents,1449473.18568573,351.710562216606,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,Coffee equivalents,1939784.47211346,487.196083016256,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,CANADA,CANADA,Coffee equivalents,2177992.73525435,647.639440437602,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,IRELAND,EUROPEAN UNION,Coffee equivalents,14613.9814971619,4.14303666883489,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,ITALY,EUROPEAN UNION,Coffee equivalents,16339.9306536265,4.43315908910039,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,ITALY,EUROPEAN UNION,Coffee equivalents,25554.8534770478,6.00081421937815,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,SOUTH AFRICA,SOUTH AFRICA,Coffee equivalents,7122.54230073397,2.00980661697748,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,931413.181792715,275.054838155405,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,2116537.64896081,535.027303548852,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,1077177.39828885,260.674037544318,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC COFFEE INC,RGC COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,895013.681934352,268.494894676701,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC CONTINENTAL TERMINALS INC,RGC CONTINENTAL TERMINALS INC,UNITED STATES,UNITED STATES,Coffee equivalents,69573.6988115782,18.98226715291,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC CONTINENTAL TERMINALS INC,RGC CONTINENTAL TERMINALS INC,UNITED STATES,UNITED STATES,Coffee equivalents,19015.9973094691,4.259555496506,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC CONTINENTAL TERMINALS INC,RGC CONTINENTAL TERMINALS INC,UNITED STATES,UNITED STATES,Coffee equivalents,838473.268779093,218.485011406447,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC CONTINENTAL TERMINALS INC,RGC CONTINENTAL TERMINALS INC,UNITED STATES,UNITED STATES,Coffee equivalents,672730.834005251,206.600203072585,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RG COFFEE INC CO ELAND INC,RG COFFEE INC CO ELAND INC,UNITED STATES,UNITED STATES,Coffee equivalents,9134.15377448022,2.38116626029203,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RG COFFEE INC CO ELAND INC,RG COFFEE INC CO ELAND INC,UNITED STATES,UNITED STATES,Coffee equivalents,42175.6242950877,12.0232392625948,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RG COFFEE INC CO ELAND INC,RG COFFEE INC CO ELAND INC,UNITED STATES,UNITED STATES,Coffee equivalents,54652.6884637477,16.4718893617561,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC,RGC,UNITED STATES,UNITED STATES,Coffee equivalents,24457.2019632734,7.12386156949712,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RGC,RGC,UNITED STATES,UNITED STATES,Coffee equivalents,34932.2002330115,10.0285706623157,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROTHFOS CORP,ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,107051.201869171,30.8762420248583,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROTHFOS CORP,ROTHFOS CORP,CANADA,CANADA,Coffee equivalents,17881.2393444375,5.99695141511717,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,16402.1784114385,4.75405772082059,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,54330.5152349048,18.0543295153698,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROTHFOS CORP,ROTHFOS CORP,UNITED STATES,UNITED STATES,Coffee equivalents,79181.0705208454,24.8212151676524,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROYAL COFFEE INC,ROYAL COFFEE INC,MEXICO,MEXICO,Coffee equivalents,6918.73448391764,1.81405640104934,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROYAL COFFEE INC,ROYAL COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,33125.7817443874,7.29401844588587,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,ROYAL COFFEE INC,ROYAL COFFEE INC,UNITED STATES,UNITED STATES,Coffee equivalents,11937.8921988356,3.73447735875973,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,RPM WAREHOUSE INC,RPM WAREHOUSE INC,UNITED STATES,UNITED STATES,Coffee equivalents,12536.0647668089,4.13550661309364,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SEAFORTH SUPPLY CHAIN SOLUTION,SEAFORTH SUPPLY CHAIN SOLUTION,CANADA,CANADA,Coffee equivalents,118647.493251096,37.2380619405213,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SERENGETI TRADING CO,SERENGETI TRADING CO,CANADA,CANADA,Coffee equivalents,6186.49713220126,1.99727860315808,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHAREKAT ALMAWARID ALWATANIEH LEL I,SHAREKAT ALMAWARID ALWATANIEH LEL I,ISRAEL,ISRAEL,Coffee equivalents,101724.04386718,30.8642620908724,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHAREKAT ALMAWARID ALWATANIEH LEL I,SHAREKAT ALMAWARID ALWATANIEH LEL I,ISRAEL,ISRAEL,Coffee equivalents,78015.3191322645,21.3287266214015,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHAREKAT ALMAWARID ALWATANIEH LEL I,SHAREKAT ALMAWARID ALWATANIEH LEL I,ISRAEL,ISRAEL,Coffee equivalents,8213.92648861804,2.00312500960714,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,FRANCE,EUROPEAN UNION,Coffee equivalents,6358.1518015501,2.07484788872321,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,GERMANY,EUROPEAN UNION,Coffee equivalents,6364.22997625481,2.07683149091128,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,ITALY,EUROPEAN UNION,Coffee equivalents,7749.97608337844,2.21092217507907,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,ITALY,EUROPEAN UNION,Coffee equivalents,7986.35720559091,2.08194709655421,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,SWEDEN,EUROPEAN UNION,Coffee equivalents,15120.9195314666,5.18039516535006,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SHIPPER,SHIPPER,SWEDEN,EUROPEAN UNION,Coffee equivalents,28532.3364449472,8.96894182117614,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOC EXPDORA DE CAFE DE LAS COOPS DE CAFICULTORES S A,SOC EXPDORA DE CAFE DE LAS COOPS DE CAFICULTORES S A,AUSTRALIA,AUSTRALIA,Coffee equivalents,4240.10836517874,1.01226351660764,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE,STARBUCKS COFFEE,UNITED STATES,UNITED STATES,Coffee equivalents,18096.0729019199,4.14561840223189,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,422686.649466455,87.5227226539165,Green,CO-15
2015,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,229389.725583219,56.1226831078093,Green,CO-15
2016,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,482361.194916581,136.18794270287,Green,CO-15
2013,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,220329.373346969,64.2073824810352,Green,CO-15
2014,COLOMBIA,BOYACA,CARTAGENA DE INDIAS,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,SOCIEDAD EXPORTADORA DE CAFE DE LAS COOPERATIVAS D,STARBUCKS COFFEE TRADING CO,STARBUCKS COFFEE TRADING CO,UNITED STATES,UNITED STATES,Coffee equivalents,1367262.4157088,347.49526731655,Green,CO-15
