YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COFFEE_EQUIVALENT_TONNES
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,GERMANY,EUROPEAN UNION,Coffee equivalents,547448.92,144.73
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,GERMANY,EUROPEAN UNION,Coffee equivalents,618513.53,164.0205
2017,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,GERMANY,EUROPEAN UNION,Coffee equivalents,300882.56,93.13
2018,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,GERMANY,EUROPEAN UNION,Coffee equivalents,492322.1,165.6
2018,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,SWEDEN,EUROPEAN UNION,Coffee equivalents,85455,41.4
2013,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,UNITED STATES,UNITED STATES,Coffee equivalents,85337.86,18.975
2014,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,UNITED STATES,UNITED STATES,Coffee equivalents,80423.41,18.95
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,UNITED STATES,UNITED STATES,Coffee equivalents,203100,68.98633
2016,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFETALERA SATIPO LTDA,COOP AGRARIA CAFETALERA SATIPO LTDA,UNITED STATES,UNITED STATES,Coffee equivalents,55605,18.975
2014,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFET VALLE RIO APURIMAC,COOP AGRARIA CAFET VALLE RIO APURIMAC,GERMANY,EUROPEAN UNION,Coffee equivalents,440723.82,103.4
2015,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAFET VALLE RIO APURIMAC,COOP AGRARIA CAFET VALLE RIO APURIMAC,GERMANY,EUROPEAN UNION,Coffee equivalents,177840,62.06
2018,PERU,PUERTO DEL CALLAO,COOP AGRARIA CAF. FRONTERA DE SAN IGNACI,COOP AGRARIA CAF. FRONTERA DE SAN IGNACI,UNITED STATES,UNITED STATES,Coffee equivalents,74148.9,16.698
2018,PERU,PUERTO DEL CALLAO,COOPERACION AGRARIA PERUANA COOPAGRO P,COOPERACION AGRARIA PERUANA COOPAGRO P,JAPAN,JAPAN,Coffee equivalents,32971.8,6.348
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA AGUILAYOC,COOPERATIVA AGRARIA CAFETALERA AGUILAYOC,GERMANY,EUROPEAN UNION,Coffee equivalents,112719.15,39.32963
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA AGUILAYOC,COOPERATIVA AGRARIA CAFETALERA AGUILAYOC,UNITED STATES,UNITED STATES,Coffee equivalents,146413.75,37.95
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO MAYO,COOPERATIVA AGRARIA CAFETALERA ALTO MAYO,BELGIUM,EUROPEAN UNION,Coffee equivalents,82372.42,39.33
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,BELGIUM,EUROPEAN UNION,Coffee equivalents,158962.69,37.95
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,CANADA,CANADA,Coffee equivalents,79481.34,18.975
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,UNITED STATES,UNITED STATES,Coffee equivalents,191197.73,37.905
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,UNITED STATES,UNITED STATES,Coffee equivalents,238444.05,56.92481
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,UNITED STATES,UNITED STATES,Coffee equivalents,146413.75,36.2425
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,COOPERATIVA AGRARIA CAFETALERA ALTO URUB,UNITED STATES,UNITED STATES,Coffee equivalents,71116.1,18.97513
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,BELGIUM,EUROPEAN UNION,Coffee equivalents,414014.16,113.775
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,CANADA,CANADA,Coffee equivalents,158688.83,36.225
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,CANADA,CANADA,Coffee equivalents,79482.7,18.975
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,DENMARK,EUROPEAN UNION,Coffee equivalents,92850.95,18.97481
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,FRANCE,EUROPEAN UNION,Coffee equivalents,133863.31,37.94961
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,GERMANY,EUROPEAN UNION,Coffee equivalents,423417.85,144.87
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,UNITED STATES,UNITED STATES,Coffee equivalents,290174.61,56.925
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,UNITED STATES,UNITED STATES,Coffee equivalents,248962.7,72.43043
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,UNITED STATES,UNITED STATES,Coffee equivalents,75298.12,18.97481
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,UNITED STATES,UNITED STATES,Coffee equivalents,409953.6,113.68975
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,COOPERATIVA AGRARIA CAFETALERA CAFE Y CA,UNITED STATES,UNITED STATES,Coffee equivalents,58565.8,18.975
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,276093.09,56.925
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,326749.5,56.925
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,184057.5,37.95
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,192431.5,37.95
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,111610.27,34.95
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,JAPAN,JAPAN,Coffee equivalents,117132,37.95
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,COOPERATIVA AGRARIA CAFETALERA CASIL LTD,UNITED STATES,UNITED STATES,Coffee equivalents,83399.33,17.595
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,CANADA,CANADA,Coffee equivalents,79482.7,18.975
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,GERMANY,EUROPEAN UNION,Coffee equivalents,158963.5,37.94981
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,IRELAND,EUROPEAN UNION,Coffee equivalents,80737.13,18.975
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,JAPAN,JAPAN,Coffee equivalents,92028.75,18.975
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,JAPAN,JAPAN,Coffee equivalents,188995.99,38.019
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,JAPAN,JAPAN,Coffee equivalents,69023.28,18.97481
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,SPAIN,EUROPEAN UNION,Coffee equivalents,100399.2,18.164
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,UNITED STATES,UNITED STATES,Coffee equivalents,65928.81,18.97513
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,COOPERATIVA AGRARIA CAFETALERA CCOCHAPAM,UNITED STATES,UNITED STATES,Coffee equivalents,269895.5,75.915
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,BELGIUM,EUROPEAN UNION,Coffee equivalents,79498.35,18.975
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,BELGIUM,EUROPEAN UNION,Coffee equivalents,96234.84,18.975
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,BELGIUM,EUROPEAN UNION,Coffee equivalents,238448.1,56.925
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,CANADA,CANADA,Coffee equivalents,228224.91,51.75
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,CANADA,CANADA,Coffee equivalents,552613.4,108.675
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,CANADA,CANADA,Coffee equivalents,72257,17.25
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,CANADA,CANADA,Coffee equivalents,87316.88,18.975
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,CHILE,CHILE,Coffee equivalents,3051.38,0.552
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,GERMANY,EUROPEAN UNION,Coffee equivalents,79481.34,18.975
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,451788.63,147.05625
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,292825.6,104.3625
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,SWITZERLAND,SWITZERLAND,Coffee equivalents,79482.7,18.975
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,COOPERATIVA AGRARIA CAFETALERA ECOLOGICA,SWITZERLAND,SWITZERLAND,Coffee equivalents,158965.4,37.95
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,IRELAND,EUROPEAN UNION,Coffee equivalents,953191.45,208.72344
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,IRELAND,EUROPEAN UNION,Coffee equivalents,933257.35,208.72422
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,IRELAND,EUROPEAN UNION,Coffee equivalents,537712.23,170.775
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,IRELAND,EUROPEAN UNION,Coffee equivalents,832462,265.6494
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,87847.81,18.975
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,181970.44,56.925
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,58565.2,18.975
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED STATES,UNITED STATES,Coffee equivalents,181527.77,28.97981
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED STATES,UNITED STATES,Coffee equivalents,227576.78,45.333
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,COOPERATIVA AGRARIA CAFETALERA HUADQUINA,UNITED STATES,UNITED STATES,Coffee equivalents,32880.2,7.521
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA INDUSTRIA,COOPERATIVA AGRARIA CAFETALERA INDUSTRIA,GERMANY,EUROPEAN UNION,Coffee equivalents,259094.64,55.036
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,AUSTRALIA,AUSTRALIA,Coffee equivalents,53949.21,18.975
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,BELGIUM,EUROPEAN UNION,Coffee equivalents,794805,189.75
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,BELGIUM,EUROPEAN UNION,Coffee equivalents,476883,113.85
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,BELGIUM,EUROPEAN UNION,Coffee equivalents,476888.06,113.85
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,BELGIUM,EUROPEAN UNION,Coffee equivalents,1312964.07,327.465
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,CANADA,CANADA,Coffee equivalents,160635.98,37.95
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,CANADA,CANADA,Coffee equivalents,72255.77,17.25
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,CANADA,CANADA,Coffee equivalents,125236.4,36.225
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,CHINA (MAINLAND),CHINA (MAINLAND),Coffee equivalents,11713.04,1.49
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,FRANCE,EUROPEAN UNION,Coffee equivalents,116857.2,37.95
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,GERMANY,EUROPEAN UNION,Coffee equivalents,6150,1.38
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,GERMANY,EUROPEAN UNION,Coffee equivalents,58544.28,18.975
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,GERMANY,EUROPEAN UNION,Coffee equivalents,167633.38,40.02
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,GERMANY,EUROPEAN UNION,Coffee equivalents,8670.37,2.346
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,JAPAN,JAPAN,Coffee equivalents,59784,11.28
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,73016.25,17.25
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,176838.75,34.5
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,73016.35,17.25
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,146413,34.5
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,145272.12,34.5
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,MEXICO,MEXICO,Coffee equivalents,196345.6,51.75
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,89941.5,18.975
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,296014.13,56.925
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,158962.68,37.95
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,317925.36,75.9
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,549904.39,131.1
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NETHERLANDS,EUROPEAN UNION,Coffee equivalents,217527.9,56.925
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,NORTH KOREA,NORTH KOREA,Coffee equivalents,5476.23,0.828
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,PANAMA,PANAMA,Coffee equivalents,73016.35,17.25
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,SWEDEN,EUROPEAN UNION,Coffee equivalents,335266.76,80.04
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,192429.7,56.925
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,3016847.27,726.225
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,2143981.52,422.625
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,755072.73,177.675
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,872279.21,194.925
2017,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,1222915.82,286.53
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LA FLORID,COOPERATIVA AGRARIA CAFETALERA LA FLORID,UNITED STATES,UNITED STATES,Coffee equivalents,1440631.2,435.94178
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,BELGIUM,EUROPEAN UNION,Coffee equivalents,79482.05,18.975
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,BOLIVIA,BOLIVIA,Coffee equivalents,72255.29,17.25
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,CANADA,CANADA,Coffee equivalents,161854.62,38.64
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,GERMANY,EUROPEAN UNION,Coffee equivalents,330735.62,103.335
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,MEXICO,MEXICO,Coffee equivalents,82371.37,19.665
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,UNITED STATES,UNITED STATES,Coffee equivalents,197124.95,59.478
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,COOPERATIVA AGRARIA CAFETALERA LOS CHANK,UNITED STATES,UNITED STATES,Coffee equivalents,476848.45,103.431
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA MACHUPICC,COOPERATIVA AGRARIA CAFETALERA MACHUPICC,UNITED KINGDOM,EUROPEAN UNION,Coffee equivalents,89522.62,18.975
2016,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,BELGIUM,EUROPEAN UNION,Coffee equivalents,60577.56,20.65979
2018,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,BELGIUM,EUROPEAN UNION,Coffee equivalents,60695.9,19.665
2013,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,CANADA,CANADA,Coffee equivalents,364628.63,91.2
2014,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,CANADA,CANADA,Coffee equivalents,586674.96,108.045
2015,PERU,PUERTO DEL CALLAO,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,COOPERATIVA AGRARIA CAFETALERA PANGOA LT,CANADA,CANADA,Coffee equivalents,266672.97,54
