YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,IMPORTER,IMPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,BEEF_EQUIVALENT_TONNES
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,341270.19,111.13623818337
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,526714.78,185.273543095784
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,QUANG NINH SHIPCHANDLER JOINT STOCK CORP,VIETNAM,VIETNAM,Beef equivalents,987525.24,371.323653188934
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,RADINCO,RADINCO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,290509.43,110.645081312612
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,RESERVE FOOD CO JSC,RESERVE FOOD CO JSC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,316006.92,173.267431352637
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,RESERVE FOOD CO JSC,RESERVE FOOD CO JSC,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,830567.81,377.474382791015
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,RICH GAINS TRANSPORTATION CO LTD,RICH GAINS TRANSPORTATION CO LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,185280.36,74.149754031623
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SAMEH MAL,SAMEH MAL,JORDAN,JORDAN,Beef equivalents,293527.95,107.179724175687
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SAMEH MAL,SAMEH MAL,JORDAN,JORDAN,Beef equivalents,2541610.45,913.106342712458
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SATURNK,SATURNK,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,48848.46,37.0864751478199
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SATURNK,SATURNK,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1004588.12,519.013662258136
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SATURNK,SATURNK,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,1069487.53,520.826059111456
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SOLNECHNYE,SOLNECHNYE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,303188.68,111.196562195414
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SOUTHERN FASTENING INC,SOUTHERN FASTENING INC,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,201789.94,74.1150008123976
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,SOVMIASTORG,SOVMIASTORG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,167358.44,74.1105811691944
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STE FRESH FROZEN FOODS INC,STE FRESH FROZEN FOODS INC,CONGO DEMOCRATIC REPUBLIC OF THE,CONGO DEMOCRATIC REPUBLIC OF THE,Beef equivalents,17072.1,36.02970002625
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STEP,STEP,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,162702.78,69.1494904967799
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STEP,STEP,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,409620.1,205.994669662881
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STEP,STEP,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,518958.12,206.630425729744
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,673709.37,340.621393824965
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,210886.24,145.363135550707
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,993154.16,407.26533094232
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,STRONG,STRONG,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,4403347.6,1539.38836907115
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TD YANTARNIY,TD YANTARNIY,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,179076.85,68.8281192981458
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TONDEX SHIPPING INTL LTD,TONDEX SHIPPING INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,107677.35,37.0685769654069
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TOO FIRMA RASSVE,TOO FIRMA RASSVE,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,220006.55,74.0877005939778
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TOO ZAMAN PVL,TOO ZAMAN PVL,GEORGIA,GEORGIA,Beef equivalents,134429.47,69.6273609867281
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TOO ZAMAN PVL,TOO ZAMAN PVL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,62688.3,34.618708345222
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TORGOVIT DOM SPUTINIK,TORGOVIT DOM SPUTINIK,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,130150.87,71.3378315343743
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TORGPROMREGION,TORGPROMREGION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,68335.63,37.0557984317976
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TORGPROMREGION,TORGPROMREGION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,73223.05,37.061865147002
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TORGSIN,TORGSIN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,74662.69,36.0009997966291
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TRI DUC TRADE AND SERVS JOINT STOCK CO,TRI DUC TRADE AND SERVS JOINT STOCK CO,VIETNAM,VIETNAM,Beef equivalents,350702.76,111.291735505883
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,TRUONG GIANG MONG CAI CO LTD,TRUONG GIANG MONG CAI CO LTD,VIETNAM,VIETNAM,Beef equivalents,192875.93,74.1464049852205
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VAYL,VAYL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,355829.38,148.284835396835
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VAYL,VAYL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,370395.28,148.251111597611
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VAYL,VAYL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,76323.85,37.5070687089264
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VIET TUNG CO LTD,VIET TUNG CO LTD,VIETNAM,VIETNAM,Beef equivalents,193984.87,80.9152020040018
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VIKING,VIKING,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,442787.11,209.241734857246
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VIKING,VIKING,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,2950414.81,964.519063852315
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VINALINES LOGISTICS VIETMAN JSC,VINALINES LOGISTICS VIETMAN JSC,VIETNAM,VIETNAM,Beef equivalents,97791.89,37.0744515222112
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VINALINES LOGISTICS VIETMAN JSC,VINALINES LOGISTICS VIETMAN JSC,VIETNAM,VIETNAM,Beef equivalents,98259.68,37.0814653038163
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VUHAI CO LTD,VUHAI CO LTD,VIETNAM,VIETNAM,Beef equivalents,659157.47,237.952930956639
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VYMPEL,VYMPEL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,675396.89,406.833441212405
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VYMPEL,VYMPEL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,723700.68,333.578966892634
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,VYMPEL,VYMPEL,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,429457.92,185.46044459112
2016,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,WINGJET TRADING CORP LTD,WINGJET TRADING CORP LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,203085.47,75.9430036729295
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,WIN LEGEND INTL LTD,WIN LEGEND INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,155892.89,74.115440031598
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,WIN LEGEND INTL LTD,WIN LEGEND INTL LTD,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,416027.72,148.309225788053
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,WORLD SUN DEVELOPMENT,WORLD SUN DEVELOPMENT,CHINA (HONG KONG),CHINA (HONG KONG),Beef equivalents,103263.39,37.0515160445945
2015,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ZAFMAN LLP INN,ZAFMAN LLP INN,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,537669.17,205.793026873134
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ZAO AVKEXIMA,ZAO AVKEXIMA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,478216,148.438383684147
2018,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ZEVS,ZEVS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,82105.33,37.049498381393
2017,COLOMBIA,ESPECIAL DE CARTAGENA,RED CARNICA S A S,RED CARNICA S A S,ZPI BALTIKA,ZPI BALTIKA,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,109241.55,37.1060478534342
2015,COLOMBIA,ESPECIAL DE CARTAGENA,S C I MANUECABRALES Y CIA S A S,S C I MANUECABRALES Y CIA S A S,ALPHA TRADING,ALPHA TRADING,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,70750,34.314000025
2015,COLOMBIA,ESPECIAL DE CARTAGENA,S C I MANUECABRALES Y CIA S A S,S C I MANUECABRALES Y CIA S A S,CRESKO GROUP,CRESKO GROUP,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,141750,68.62800005
2018,COLOMBIA,ESPECIAL DE CARTAGENA,SEAFOOD MARKET INTL TRADING S A S,SEAFOOD MARKET INTL TRADING S A S,LONG THANH INVESTMENT AND TRADE DEVELOPMENT CO,LONG THANH INVESTMENT AND TRADE DEVELOPMENT CO,VIETNAM,VIETNAM,Beef equivalents,82167,25.649
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SOC THE CARIBBEAN TRADING S A S,SOC THE CARIBBEAN TRADING S A S,DIRAWIRA AGENCIES,DIRAWIRA AGENCIES,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,72990.56,20.7727540389026
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SOC THE CARIBBEAN TRADING S A S,SOC THE CARIBBEAN TRADING S A S,ESPERAMOS SUPERMARKET,ESPERAMOS SUPERMARKET,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,171815.74,42.7080699763101
2013,COLOMBIA,ESPECIAL DE CARTAGENA,SOC THE CARIBBEAN TRADING S A S,SOC THE CARIBBEAN TRADING S A S,SUPERMARKET BOMBINI,SUPERMARKET BOMBINI,NETHERLANDS ANTILLES,NETHERLANDS ANTILLES,Beef equivalents,167106.37,47.8545349554597
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUBASTA GANADERA DE CALDAS S A S,SUBASTA GANADERA DE CALDAS S A S,CARPIOS IMP N V,CARPIOS IMP N V,CURACAO,CURACAO,Beef equivalents,86979.8,22.7399976213676
2015,COLOMBIA,ESPECIAL DE CARTAGENA,SUBASTA GANADERA DE CALDAS S A S,SUBASTA GANADERA DE CALDAS S A S,CARPIOS IMP N V,CARPIOS IMP N V,SINT MAARTEN,SINT MAARTEN,Beef equivalents,86444.18,18.253675453299
2016,COLOMBIA,ESPECIAL DE CARTAGENA,VARGAS QUINTANA OSCAR,VARGAS QUINTANA OSCAR,LONG HAI JSC SERVICE,LONG HAI JSC SERVICE,VIETNAM,VIETNAM,Beef equivalents,96402.56,35.203418905648
2015,COLOMBIA,ESPECIAL DE CARTAGENA,VARGAS QUINTANA OSCAR,VARGAS QUINTANA OSCAR,PHONG VUONG LTD CO,PHONG VUONG LTD CO,VIETNAM,VIETNAM,Beef equivalents,137323.66,76.9260860480457
2014,COLOMBIA,ESPECIAL DE CARTAGENA,VECTRA INTL COLOMBIA S A S,VECTRA INTL COLOMBIA S A S,MOKBEL INTL TRADING LTD,MOKBEL INTL TRADING LTD,ANGOLA,ANGOLA,Beef equivalents,247284.61,68.5975429435778
2013,COLOMBIA,MAICAO,AGROINVERSIONES BRASIL S A S GRUPO AGB,AGROINVERSIONES BRASIL S A S GRUPO AGB,INVERAGRO C A,INVERAGRO C A,VENEZUELA,VENEZUELA,Beef equivalents,2220927.88,423.382877540462
2014,COLOMBIA,MAICAO,AGROINVERSIONES BRASIL S A S GRUPO AGB,AGROINVERSIONES BRASIL S A S GRUPO AGB,INVERAGRO C A,INVERAGRO C A,VENEZUELA,VENEZUELA,Beef equivalents,1883355.38,411.627107015897
2013,COLOMBIA,MAICAO,AGROP AZTECA S A,AGROP AZTECA S A,IMPDORA ARCEPARTS C A,IMPDORA ARCEPARTS C A,VENEZUELA,VENEZUELA,Beef equivalents,2241000,539.1
2013,COLOMBIA,MAICAO,AGROP AZTECA S A,AGROP AZTECA S A,IMPDORA Y CIALZDORA EXPOANDINA C A,IMPDORA Y CIALZDORA EXPOANDINA C A,VENEZUELA,VENEZUELA,Beef equivalents,1494000,359.4
2013,COLOMBIA,MAICAO,BLANCOMER S A S,BLANCOMER S A S,IMPDORA ARCEPARTS C A,IMPDORA ARCEPARTS C A,VENEZUELA,VENEZUELA,Beef equivalents,373500,89.85
2013,COLOMBIA,MAICAO,CIALZ SOLGAN TRADING S A S,CIALZ SOLGAN TRADING S A S,CIALZDORA AGROCAMPO C A,CIALZDORA AGROCAMPO C A,VENEZUELA,VENEZUELA,Beef equivalents,2781231.38,623.551975852837
2013,COLOMBIA,MAICAO,CIALZ SOLGAN TRADING S A S,CIALZ SOLGAN TRADING S A S,CORP COSTA PACIFICA C A,CORP COSTA PACIFICA C A,VENEZUELA,VENEZUELA,Beef equivalents,471573,129.972373198693
2013,COLOMBIA,MAICAO,CIALZ SOLGAN TRADING S A S,CIALZ SOLGAN TRADING S A S,FRIGORIFICO INDL SANTA RITA C A,FRIGORIFICO INDL SANTA RITA C A,VENEZUELA,VENEZUELA,Beef equivalents,1618000,419.3
2013,COLOMBIA,MAICAO,C I ANDINEX DE COLOMBIA S A S,C I ANDINEX DE COLOMBIA S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,1783129.1,378.7445
2014,COLOMBIA,MAICAO,C I ANDINEX DE COLOMBIA S A S,C I ANDINEX DE COLOMBIA S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,2007980.81,426.504
2013,COLOMBIA,MAICAO,C I BARBATUSCAS S A S,C I BARBATUSCAS S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,4085968.49,867.87788
2014,COLOMBIA,MAICAO,C I BARBATUSCAS S A S,C I BARBATUSCAS S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,866899.09,184.1332
2013,COLOMBIA,MAICAO,C I BARBATUSCAS S A S,C I BARBATUSCAS S A S,INVS FLORES C A,INVS FLORES C A,VENEZUELA,VENEZUELA,Beef equivalents,727785,179.4005
2013,COLOMBIA,MAICAO,C I COLANDINA CIAL S A S,C I COLANDINA CIAL S A S,CONSORCIO COMEIMP C A,CONSORCIO COMEIMP C A,VENEZUELA,VENEZUELA,Beef equivalents,2400000,495.972
2013,COLOMBIA,MAICAO,C I COLANDINA CIAL S A S,C I COLANDINA CIAL S A S,INVS 6308 C A,INVS 6308 C A,VENEZUELA,VENEZUELA,Beef equivalents,660000,137.77
2013,COLOMBIA,MAICAO,C I COLANDINA CIAL S A S,C I COLANDINA CIAL S A S,MATADERO INDL CENTRO OCCIDENTAL C A,MATADERO INDL CENTRO OCCIDENTAL C A,VENEZUELA,VENEZUELA,Beef equivalents,1813790,418.42546
2013,COLOMBIA,MAICAO,C I COLANDINA CIAL S A S,C I COLANDINA CIAL S A S,OPERACIONES TAURO IMP 3000 C A,OPERACIONES TAURO IMP 3000 C A,VENEZUELA,VENEZUELA,Beef equivalents,1430400,303.094
2013,COLOMBIA,MAICAO,C I FORTALEZA ASOCIADOS S A S,C I FORTALEZA ASOCIADOS S A S,AGROINVERSIONES GBCA,AGROINVERSIONES GBCA,VENEZUELA,VENEZUELA,Beef equivalents,2955000,718.8
2013,COLOMBIA,MAICAO,C I FORTALEZA ASOCIADOS S A S,C I FORTALEZA ASOCIADOS S A S,CIALZDORA DE CARNES SR C A,CIALZDORA DE CARNES SR C A,VENEZUELA,VENEZUELA,Beef equivalents,1500000,358.801
2013,COLOMBIA,MAICAO,C I FORTALEZA ASOCIADOS S A S,C I FORTALEZA ASOCIADOS S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,5880000,1400
2014,COLOMBIA,MAICAO,C I FORTALEZA ASOCIADOS S A S,C I FORTALEZA ASOCIADOS S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,2940000,700
2013,COLOMBIA,MAICAO,EXPOAMERICANA DE INVS S A S,EXPOAMERICANA DE INVS S A S,DIST Y PROCESADORA DE CARNES DISPROCAR,DIST Y PROCESADORA DE CARNES DISPROCAR,VENEZUELA,VENEZUELA,Beef equivalents,5694220,1214.5980005
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,CARNES EL PAZO C.A,CARNES EL PAZO C.A,VENEZUELA,VENEZUELA,Beef equivalents,3336260.84,727.51545
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,CIALZDORA EL MAUTE C A,CIALZDORA EL MAUTE C A,VENEZUELA,VENEZUELA,Beef equivalents,4106950.59,889.24545
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,CONSORCIO COMEIMP C A,CONSORCIO COMEIMP C A,VENEZUELA,VENEZUELA,Beef equivalents,1179000,242.595
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,7676268.91,1823.70804
2014,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,CORP DE ABASTECIMIENTO Y SERVS AGRICOLAS S A,VENEZUELA,VENEZUELA,Beef equivalents,4256151.18,1027.311
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,EL TUNAL,EL TUNAL,VENEZUELA,VENEZUELA,Beef equivalents,2946355.84,646.65045
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,INVS 6308 C A,INVS 6308 C A,VENEZUELA,VENEZUELA,Beef equivalents,2149564.28,435.896742620833
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,MATADERO INDL CENTRO OCCIDENTAL C A,MATADERO INDL CENTRO OCCIDENTAL C A,VENEZUELA,VENEZUELA,Beef equivalents,2209778,484.92045
2013,COLOMBIA,MAICAO,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,OPERACIONES TAURO IMP 3000 C A,OPERACIONES TAURO IMP 3000 C A,VENEZUELA,VENEZUELA,Beef equivalents,1433400,296.505
2013,COLOMBIA,MAICAO,IMPDORA PAPAYAL LTDA,IMPDORA PAPAYAL LTDA,CIALZDORA EL MAUTE C A,CIALZDORA EL MAUTE C A,VENEZUELA,VENEZUELA,Beef equivalents,768726.66,172.22448
2013,COLOMBIA,MAICAO,SOC DE COMERC INTL COLVEMP LTDA,SOC DE COMERC INTL COLVEMP LTDA,CA LUIS ALFREDO ATENCIO E HIJOS,CA LUIS ALFREDO ATENCIO E HIJOS,VENEZUELA,VENEZUELA,Beef equivalents,1852500,448.9505
2013,COLOMBIA,MAICAO,SOC DE COMERC INTL COLVEMP LTDA,SOC DE COMERC INTL COLVEMP LTDA,CARNICERIA SANTA RITA C A,CARNICERIA SANTA RITA C A,VENEZUELA,VENEZUELA,Beef equivalents,5205251.91,1050.33489671759
2013,COLOMBIA,MAICAO,VRAM HOLDING S A S,VRAM HOLDING S A S,CORP M833 C A,CORP M833 C A,VENEZUELA,VENEZUELA,Beef equivalents,3516117.13,695.843998586968
2017,COLOMBIA,SANTA MARTA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,LTD LIABILITY CO PAULIG RUS,LTD LIABILITY CO PAULIG RUS,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Beef equivalents,64181.66,33.6618967685249
2017,COLOMBIA,SANTA MARTA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,MAHMOUD ALAYYAT AND SONS,MAHMOUD ALAYYAT AND SONS,JORDAN,JORDAN,Beef equivalents,576560.35,159.115939699926
2017,COLOMBIA,SANTA MARTA,EXPOGANADOS INTL S A S,EXPOGANADOS INTL S A S,SAMEH MALL CO,SAMEH MALL CO,JORDAN,JORDAN,Beef equivalents,203855.88,66.6038858165253
