YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB_USD,COTTON_EQUIVALENT_TONNES
2014,ARGENTINA,MENDOZA,DAYDES SA,DAYDES SA,CHILE,CHILE,Cotton equivalents,36401.6,227.51
2015,ARGENTINA,MENDOZA,E.P. S.A.,E.P. S.A.,CHILE,CHILE,Cotton equivalents,76631.4,475.8
2016,ARGENTINA,MENDOZA,E.P. S.A.,E.P. S.A.,CHILE,CHILE,Cotton equivalents,18256,112
2014,ARGENTINA,MENDOZA,GRUPO ADN S A,GRUPO ADN S A,CHILE,CHILE,Cotton equivalents,362083,1427.44
2013,ARGENTINA,MENDOZA,HILADO SA.,HILADO SA.,CHILE,CHILE,Cotton equivalents,136124.77,100.2642
2014,ARGENTINA,MENDOZA,HILADO SA.,HILADO SA.,CHILE,CHILE,Cotton equivalents,34771.07,32.8029
2015,ARGENTINA,MENDOZA,HILADO SA.,HILADO SA.,CHILE,CHILE,Cotton equivalents,66038.56,67.5027
2017,ARGENTINA,MENDOZA,MOLINOS MARIMBO S A I C,MOLINOS MARIMBO S A I C,CHILE,CHILE,Cotton equivalents,102225,725
2013,ARGENTINA,MENDOZA,M S U S A,M S U S A,CHILE,CHILE,Cotton equivalents,137626.15,573.66
2016,ARGENTINA,MENDOZA,ORO VERDE S A,ORO VERDE S A,CHILE,CHILE,Cotton equivalents,14703,87
2017,ARGENTINA,MENDOZA,ORO VERDE S A,ORO VERDE S A,CHILE,CHILE,Cotton equivalents,87612.98,520.36
2014,ARGENTINA,MENDOZA,P Y P EXPO IMPO S R L,P Y P EXPO IMPO S R L,CHILE,CHILE,Cotton equivalents,41457,306.4
2014,ARGENTINA,MENDOZA,ROTAM DE ARGENTINA AGROQUIMICA SRL,ROTAM DE ARGENTINA AGROQUIMICA SRL,CHILE,CHILE,Cotton equivalents,39554.12,25.27
2015,ARGENTINA,MENDOZA,SILGUERO HUGO GUZMAN,SILGUERO HUGO GUZMAN,CHILE,CHILE,Cotton equivalents,6337.9,22.203
2017,ARGENTINA,MENDOZA,SILGUERO HUGO GUZMAN,SILGUERO HUGO GUZMAN,CHILE,CHILE,Cotton equivalents,5213.7,19.765
2013,ARGENTINA,MENDOZA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,CHILE,CHILE,Cotton equivalents,437080.8,1623.28
2014,ARGENTINA,MENDOZA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,CHILE,CHILE,Cotton equivalents,589392,2495.2270531401
2016,ARGENTINA,MENDOZA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,SOCIEDAD AGRICOLA E INMOBILIARIA LAS PIEDRAS LIMITADA,CHILE,CHILE,Cotton equivalents,45780,280
2013,ARGENTINA,MENDOZA,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,CHILE,CHILE,Cotton equivalents,54284.45,237.05
2013,ARGENTINA,MENDOZA,SOGICO SA,SOGICO SA,CHILE,CHILE,Cotton equivalents,161280,896
2015,ARGENTINA,MENDOZA,SOGICO SA,SOGICO SA,CHILE,CHILE,Cotton equivalents,246195.47,1504.399
2018,ARGENTINA,MENDOZA,SOUTHERN BULKS S A,SOUTHERN BULKS S A,CHILE,CHILE,Cotton equivalents,542917,3679
2013,ARGENTINA,MENDOZA,TAP S A,TAP S A,CHILE,CHILE,Cotton equivalents,5522.44,51.479
2014,ARGENTINA,MENDOZA,TAP S A,TAP S A,CHILE,CHILE,Cotton equivalents,1502.51,8
2016,ARGENTINA,MENDOZA,TAP S A,TAP S A,CHILE,CHILE,Cotton equivalents,2919.6,21.348
2017,ARGENTINA,MENDOZA,TAP S A,TAP S A,CHILE,CHILE,Cotton equivalents,15827,49.62
2013,ARGENTINA,MENDOZA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,74714.98,328.961
2014,ARGENTINA,MENDOZA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,158880.15,516.9132
2015,ARGENTINA,MENDOZA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,137246.34,851.41
2016,ARGENTINA,MENDOZA,UNKNOWN,UNKNOWN,CHILE,CHILE,Cotton equivalents,151272.14,881.18
2013,ARGENTINA,NEUQUEN,COINGRA S A,COINGRA S A,CHILE,CHILE,Cotton equivalents,83805.3,310.39
2013,ARGENTINA,NEUQUEN,SOCIEDAD COMERCIAL DEL SUR S A,SOCIEDAD COMERCIAL DEL SUR S A,CHILE,CHILE,Cotton equivalents,353560.18,1076.49371179039
2013,ARGENTINA,POSADAS,CDM MANDIYU S R L,CDM MANDIYU S R L,PARAGUAY,PARAGUAY,Cotton equivalents,768740,337.5
2018,ARGENTINA,POSADAS,GENSUS S A,GENSUS S A,PARAGUAY,PARAGUAY,Cotton equivalents,205642.26,91.47
2016,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,BRAZIL,BRAZIL,Cotton equivalents,133120,832
2016,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,MOROCCO,MOROCCO,Cotton equivalents,16640,104
2013,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,27473.6,124.88
2013,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,SPAIN,EUROPEAN UNION,Cotton equivalents,755532.8,3434.24
2014,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,SPAIN,EUROPEAN UNION,Cotton equivalents,208174.2,1067.56
2016,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,SPAIN,EUROPEAN UNION,Cotton equivalents,48105.6,300.66
2014,ARGENTINA,ROSARIO,ALFALFA Y FORRAJE DE LA PATAGONIA S A,ALFALFA Y FORRAJE DE LA PATAGONIA S A,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Cotton equivalents,135427.5,694.5
2013,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,285472.88,196.67
2014,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,565052.11,524.17
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,3570898.84,2821.09
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,BRAZIL,BRAZIL,Cotton equivalents,556110.35,325
2013,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,347582.27,216.78
2013,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,99345,397.38
2014,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,125000,500
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,416716.6,797.793921568627
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,COLOMBIA,COLOMBIA,Cotton equivalents,243848.16,216.88
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,COLOMBIA,COLOMBIA,Cotton equivalents,962970.85,646.4
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDIA,INDIA,Cotton equivalents,253391.55,202.268260987401
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,1237492.19,816.32
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,554527.41,339.666
2018,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,INDONESIA,INDONESIA,Cotton equivalents,1267659.19,725
2013,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,73854.1,50
2014,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SINGAPORE,SINGAPORE,Cotton equivalents,70028.46,47.41
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,127481,100.565217788267
2018,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,THAILAND,THAILAND,Cotton equivalents,528639.06,300
2014,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,1734704.96,1336.91
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,2216050.48,1701.10433499637
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,206799.08,141.49
2018,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,TURKEY,TURKEY,Cotton equivalents,3282737.06,2000
2013,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,1480211.8,2651.12
2016,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,1673278.92,1456.58
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,URUGUAY,URUGUAY,Cotton equivalents,399578.25,250
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,VENEZUELA,VENEZUELA,Cotton equivalents,401452.57,262.75
2017,ARGENTINA,ROSARIO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,VIETNAM,VIETNAM,Cotton equivalents,672211.16,450.038549027633
2016,ARGENTINA,ROSARIO,BUYATTI SAICA,BUYATTI SAICA,COLOMBIA,COLOMBIA,Cotton equivalents,85125,75
2013,ARGENTINA,ROSARIO,CARGILL SACI.,CARGILL,CHILE,CHILE,Cotton equivalents,152333.76,131.822220904
2016,ARGENTINA,ROSARIO,CORPORACION RIO LUJAN S.A.,CORPORACION RIO LUJAN S.A.,BRAZIL,BRAZIL,Cotton equivalents,53280,236.8
2014,ARGENTINA,ROSARIO,DUNAR S A,DUNAR S A,BRAZIL,BRAZIL,Cotton equivalents,356903.19,282.67
2014,ARGENTINA,ROSARIO,DUNAR S A,DUNAR S A,TURKEY,TURKEY,Cotton equivalents,401669.2,333.91
2016,ARGENTINA,ROSARIO,INDUSTRIAS JUAN F.SECCO SA.,INDUSTRIAS JUAN F.SECCO SA.,CHILE,CHILE,Cotton equivalents,29.73,0.002
2016,ARGENTINA,ROSARIO,MINERA DEL NORTE S A,MINERA DEL NORTE S A,BRAZIL,BRAZIL,Cotton equivalents,126539.6,575.18
2016,ARGENTINA,ROSARIO,MINERA DEL NORTE S A,MINERA DEL NORTE S A,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,113806,517.3
2016,ARGENTINA,ROSARIO,MINERA DEL NORTE S A,MINERA DEL NORTE S A,URUGUAY,URUGUAY,Cotton equivalents,320746.8,1457.94
2016,ARGENTINA,ROSARIO,PILAGA SOCIEDAD ANONIMA GANADERA,PILAGA SOCIEDAD ANONIMA GANADERA,INDONESIA,INDONESIA,Cotton equivalents,154222.48,124.92
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,BANGLADESH,BANGLADESH,Cotton equivalents,815700,500
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,BRAZIL,BRAZIL,Cotton equivalents,565600.84,406.849
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,366300.73,291.481
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,CHINA (MAINLAND),CHINA (MAINLAND),Cotton equivalents,52241.2,237.46
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,COLOMBIA,COLOMBIA,Cotton equivalents,4587666.53,3362.375
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,COLOMBIA,COLOMBIA,Cotton equivalents,720437.06,512.2
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,COLOMBIA,COLOMBIA,Cotton equivalents,742123.19,480
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,INDIA,INDIA,Cotton equivalents,269239.28,246.52
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,INDONESIA,INDONESIA,Cotton equivalents,1852097.16,1484.621
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,INDONESIA,INDONESIA,Cotton equivalents,1394541.53,876.033703793548
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,INDONESIA,INDONESIA,Cotton equivalents,11179457.5,6420
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,LESOTHO,LESOTHO,Cotton equivalents,321710.25,198.544
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,MALAYSIA,MALAYSIA,Cotton equivalents,563901.61,1004.515
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,MALAYSIA,MALAYSIA,Cotton equivalents,810198.04,535.656844347405
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,MOROCCO,MOROCCO,Cotton equivalents,363760,200
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,PAKISTAN,PAKISTAN,Cotton equivalents,13988217.6,8535.354
2015,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SINGAPORE,SINGAPORE,Cotton equivalents,180427.08,741.64
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SINGAPORE,SINGAPORE,Cotton equivalents,2224788.53,2450.508
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SINGAPORE,SINGAPORE,Cotton equivalents,2884623.83,1823.153
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SINGAPORE,SINGAPORE,Cotton equivalents,334218,200
2015,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,681175.08,2775.44
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,646152.9,3002.52
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SPAIN,EUROPEAN UNION,Cotton equivalents,3870851.41,4168.334
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,SPAIN,EUROPEAN UNION,Cotton equivalents,3224551.15,2027.107
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,THAILAND,THAILAND,Cotton equivalents,297596.28,216.846
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,THAILAND,THAILAND,Cotton equivalents,466852.72,297.62
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,THAILAND,THAILAND,Cotton equivalents,2521290.5,1550
2016,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,TURKEY,TURKEY,Cotton equivalents,1108007.68,871.534
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,TURKEY,TURKEY,Cotton equivalents,3645486.77,2300.92
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,TURKEY,TURKEY,Cotton equivalents,2633281.69,1595
2015,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,UNITED STATES,UNITED STATES,Cotton equivalents,32525,130.1
2017,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,VIETNAM,VIETNAM,Cotton equivalents,698172.26,453.89
2018,ARGENTINA,ROSARIO,SACEIF LOUIS DREYFUS Y CIA LTDA,LOUIS DREYFUS,VIETNAM,VIETNAM,Cotton equivalents,8748982.69,5346.899
2016,ARGENTINA,ROSARIO,SOGICO SA,SOGICO SA,INDONESIA,INDONESIA,Cotton equivalents,98214.93,99
2016,ARGENTINA,ROSARIO,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,BRAZIL,BRAZIL,Cotton equivalents,450456.21,387.33
2016,ARGENTINA,ROSARIO,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,UNION AGRICOLA DE AVELLANEDA COOPERATIVA LTDA,COLOMBIA,COLOMBIA,Cotton equivalents,110235.73,95.25
2014,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,927674.42,642.77
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,BRAZIL,BRAZIL,Cotton equivalents,473740.82,540
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,CHINA (HONG KONG),CHINA (HONG KONG),Cotton equivalents,298724,200
2017,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,COLOMBIA,COLOMBIA,Cotton equivalents,264276.25,175
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,INDIA,INDIA,Cotton equivalents,94930.41,72.37
2017,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,INDONESIA,INDONESIA,Cotton equivalents,769983.8,464.642
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,JAPAN,JAPAN,Cotton equivalents,16803.6,76.38
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,MALAYSIA,MALAYSIA,Cotton equivalents,143012.19,97.737
2015,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,SAUDI ARABIA,SAUDI ARABIA,Cotton equivalents,109000,500
2015,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,SINGAPORE,SINGAPORE,Cotton equivalents,91760,376
2015,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,309372.94,1263.12
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,SOUTH KOREA,SOUTH KOREA,Cotton equivalents,118648.88,529.44
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,SPAIN,EUROPEAN UNION,Cotton equivalents,639959,764.285714285714
2016,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,757247.94,518.718
2017,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,TURKEY,TURKEY,Cotton equivalents,1631333.76,1083.276
2015,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,UNITED STATES,UNITED STATES,Cotton equivalents,32500,130
2017,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,URUGUAY,URUGUAY,Cotton equivalents,293762.95,175
2017,ARGENTINA,ROSARIO,UNKNOWN,UNKNOWN,VIETNAM,VIETNAM,Cotton equivalents,522490.2,300
2018,ARGENTINA,ROSARIO,UTESA S A,UTESA S A,MOROCCO,MOROCCO,Cotton equivalents,101464.56,445.02
2018,ARGENTINA,SALTA,MINERA DEL NORTE S A,MINERA DEL NORTE S A,BRAZIL,BRAZIL,Cotton equivalents,88354.87,52.05
2014,ARGENTINA,SALTA,P Y P EXPO IMPO S R L,P Y P EXPO IMPO S R L,CHILE,CHILE,Cotton equivalents,12320,59.5169082125604
2017,ARGENTINA,SAN JAVIER,DE LOS REYES MARCOS RODRIGO,DE LOS REYES MARCOS RODRIGO,BRAZIL,BRAZIL,Cotton equivalents,3201.79,33.352
2017,ARGENTINA,SAN JAVIER,LOGISTICA OPSERV S R L,LOGISTICA OPSERV S R L,BRAZIL,BRAZIL,Cotton equivalents,10450,52.5
2015,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,AUSTRALIA,AUSTRALIA,Cotton equivalents,2731700,3944.444405
2018,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,JAPAN,JAPAN,Cotton equivalents,94000,500
2013,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,1244875,1527.7777625
2014,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,1328790,1666.66665
2015,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,3239067.5,4722.222175
2016,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,652000,888.88888
2017,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,775000,1111.1111
2014,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,UNITED STATES,UNITED STATES,Cotton equivalents,1742250,2166.666645
2015,ARGENTINA,SAN LORENZO,ALGODONERA AVELLANEDA S.A. X,ALGODONERA AVELLANEDA S.A. X,UNITED STATES,UNITED STATES,Cotton equivalents,4900587.5,17832.27773
2015,ARGENTINA,SAN LORENZO,ALIMENTOS Y FORRAJES S A,ALIMENTOS Y FORRAJES S A,URUGUAY,URUGUAY,Cotton equivalents,14178,83.4
2016,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,AUSTRALIA,AUSTRALIA,Cotton equivalents,247500,333.33333
2015,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,410200,555.55555
2016,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,622500,833.333325
2017,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,810000,1111.1111
2018,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,754000,1111.1111
2015,ARGENTINA,SAN LORENZO,BUYATTI SAICA,BUYATTI SAICA,UNITED STATES,UNITED STATES,Cotton equivalents,3945100,5666.66661
2015,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,AUSTRALIA,AUSTRALIA,Cotton equivalents,2750750,3944.444405
2016,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,AUSTRALIA,AUSTRALIA,Cotton equivalents,356850,499.999995
2018,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,BRAZIL,BRAZIL,Cotton equivalents,660000,1111.1111
2013,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,MALAYSIA,MALAYSIA,Cotton equivalents,1351500,1666.66665
2013,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,5078782.88,5862.133274712
2014,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,1316250,1666.66665
2015,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,2863225,4166.666625
2016,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,930000,1333.33332
2017,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,1685000,2222.2222
2018,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,SOUTH AFRICA,SOUTH AFRICA,Cotton equivalents,3735000,6111.11105
2014,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,UNITED STATES,UNITED STATES,Cotton equivalents,1799850,2277.777755
2015,ARGENTINA,SAN LORENZO,CARGILL SACI.,CARGILL,UNITED STATES,UNITED STATES,Cotton equivalents,2630145,14721.16665
2015,ARGENTINA,SAN LORENZO,UNKNOWN,UNKNOWN,AUSTRALIA,AUSTRALIA,Cotton equivalents,1193500,1666.66665
