YEAR,COUNTRY OF PRODUCTION,PORT OF EXPORT,EXPORTER,EXPORTER GROUP,COUNTRY,ECONOMIC BLOC,TYPE,FOB,SHRIMP_EQUIVALENT_TONNES
2014,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,218940,24.6
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,2028045.22,313.92
2013,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,13853281.8,2143.813
2014,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,776880,148.764
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,1663198.2,783.312
2013,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,1476576,176.64
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,PANAMA,PANAMA,Shrimp equivalents,97005,17.832
2013,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,SOUTH KOREA,SOUTH KOREA,Shrimp equivalents,144924,23.004
2013,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,671148,92.4
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,5831956.81,1143.72
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,THAILAND,THAILAND,Shrimp equivalents,1519753.19,276.513700483092
2015,ARGENTINA,PUERTO MADRYN,PC-ARTS ARGENTINA S.A.,PC-ARTS ARGENTINA S.A.,VIETNAM,VIETNAM,Shrimp equivalents,453588.01,72.6
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,1296720,199.68
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,425404.2,66.6
2014,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1880249.32,226.956
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,15194917.2,2427.21
2017,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,16893817.37,3374.74764923077
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,303305.92,74.2496
2014,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,856029.76,187.8688
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,366912,58.24
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,1600735.8,288.588
2014,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,1221766.4,155.38
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,1553232.6,265.428
2017,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,254880,43.2
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,53900,13
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,12311044.59,2150.681
2014,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,12884004.21,2579.544
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,3068142.28,500.62
2014,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,SWITZERLAND,SWITZERLAND,Shrimp equivalents,67445.12,16.0576
2015,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,SWITZERLAND,SWITZERLAND,Shrimp equivalents,562346.08,99.4362492753623
2013,ARGENTINA,PUERTO MADRYN,PEREIRA ARGENTINA S.A.,PEREIRA ARGENTINA S.A.,THAILAND,THAILAND,Shrimp equivalents,152070,22.2
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,ALBANIA,ALBANIA,Shrimp equivalents,118302.48,22.212
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,ALBANIA,ALBANIA,Shrimp equivalents,132624,62.232
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,ALBANIA,ALBANIA,Shrimp equivalents,456194.88,76.7125797101449
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,ALBANIA,ALBANIA,Shrimp equivalents,152872.2,27.495
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,BARBADOS,BARBADOS,Shrimp equivalents,537.6,0.06
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,BARBADOS,BARBADOS,Shrimp equivalents,537.6,0.156
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,BARBADOS,BARBADOS,Shrimp equivalents,5392.8,0.72
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,BOSNIA AND HERZEGOVINA,BOSNIA AND HERZEGOVINA,Shrimp equivalents,34593.6,12
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,BOSNIA AND HERZEGOVINA,BOSNIA AND HERZEGOVINA,Shrimp equivalents,152084.04,27.012
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,150045.59,24.24
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,559533.36,73.056
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,849646.79,148.62
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1642353.01,279.996
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1548815.25,225.36
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,CROATIA,EUROPEAN UNION,Shrimp equivalents,34593.6,12
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,FRANCE,EUROPEAN UNION,Shrimp equivalents,1164540.12,206.46
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,GREECE,EUROPEAN UNION,Shrimp equivalents,259178.89,45.432
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,GUATEMALA,GUATEMALA,Shrimp equivalents,2056710.04,275.7
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,ITALY,EUROPEAN UNION,Shrimp equivalents,1130074.05,215.881356923077
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,3481280.43,501.895460960961
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,999000,133.2
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,776997.6,196.010628019324
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,JAPAN,JAPAN,Shrimp equivalents,1710586.79,253.944
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,LIBYA,LIBYA,Shrimp equivalents,169092,25.2
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,LIBYA,LIBYA,Shrimp equivalents,154066.92,21.9
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,LIBYA,LIBYA,Shrimp equivalents,246633.22,75.024
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,LITHUANIA,EUROPEAN UNION,Shrimp equivalents,29721.6,4.32
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,MACEDONIA,MACEDONIA,Shrimp equivalents,58359.36,10.2
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,MONTENEGRO,MONTENEGRO,Shrimp equivalents,39052.32,13.728
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,PERU,PERU,Shrimp equivalents,2418290.11,328.845
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,3083103.25,575.472
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,4642673.12,846.972
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,1887712.75,291.696
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,RUSSIAN FEDERATION,RUSSIAN FEDERATION,Shrimp equivalents,5531215.69,904.72
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SERBIA,SERBIA,Shrimp equivalents,13148.88,4.512
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SERBIA,SERBIA,Shrimp equivalents,30673.2,5.34
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,1305559.16,225.384
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,339135.6,50.952
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,790484.4,128.916
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SOUTH AFRICA,SOUTH AFRICA,Shrimp equivalents,2945195.4,502.701
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,14934145.42,2649
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,22813365.59,6476.172
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,8494749.51,1859.832
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,SPAIN,EUROPEAN UNION,Shrimp equivalents,15556644.4,3478.53830769231
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,TAIWAN,TAIWAN,Shrimp equivalents,72,0.012
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,THAILAND,THAILAND,Shrimp equivalents,178008,22.2
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,THAILAND,THAILAND,Shrimp equivalents,784844.39,129.54
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,THAILAND,THAILAND,Shrimp equivalents,308031,42.06
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,UKRAINE,UKRAINE,Shrimp equivalents,621635.7,100.478342342342
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,UKRAINE,UKRAINE,Shrimp equivalents,394258.2,93.432
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,UKRAINE,UKRAINE,Shrimp equivalents,311118.96,70.476
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,UKRAINE,UKRAINE,Shrimp equivalents,963817.38,219.54
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,UNITED ARAB EMIRATES,UNITED ARAB EMIRATES,Shrimp equivalents,1066612.8,308.784
2013,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,VIETNAM,VIETNAM,Shrimp equivalents,1017994.56,177.216
2014,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,VIETNAM,VIETNAM,Shrimp equivalents,1326097.33,184.8
2015,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,VIETNAM,VIETNAM,Shrimp equivalents,2581424.85,379.533178743961
2017,ARGENTINA,PUERTO MADRYN,PESCAPUERTA ARGENTINA S.A.,PESCAPUERTA ARGENTINA S.A.,VIETNAM,VIETNAM,Shrimp equivalents,2300958.65,334.185
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,177600,24
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,627792,91.68
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,643252.8,93.24
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,DENMARK,EUROPEAN UNION,Shrimp equivalents,158688,18.24
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,FRANCE,EUROPEAN UNION,Shrimp equivalents,63829.51,10.872
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,GREECE,EUROPEAN UNION,Shrimp equivalents,334378.8,65.904
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,GREECE,EUROPEAN UNION,Shrimp equivalents,132240,22
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,GUATEMALA,GUATEMALA,Shrimp equivalents,288785.28,44.76
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,INDIA,INDIA,Shrimp equivalents,264006,44.364
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,INDIA,INDIA,Shrimp equivalents,145069.02,20.004
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,INDONESIA,INDONESIA,Shrimp equivalents,629049.36,88.32
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,175906.8,23.76
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,ITALY,EUROPEAN UNION,Shrimp equivalents,830742.31,116.328
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,397168.81,50.748
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,1157084.38,167.18
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,18879222.94,3302.06
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,SPAIN,EUROPEAN UNION,Shrimp equivalents,11540386.45,4459.74169846154
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,THAILAND,THAILAND,Shrimp equivalents,151127.77,21.72
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,VIETNAM,VIETNAM,Shrimp equivalents,177600,24
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN DESEADO SA.,PESCARGEN DESEADO SA.,VIETNAM,VIETNAM,Shrimp equivalents,475451.16,67.44
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ALGERIA,ALGERIA,Shrimp equivalents,62514,9.42
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ALGERIA,ALGERIA,Shrimp equivalents,122107.2,56.088
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ALGERIA,ALGERIA,Shrimp equivalents,194164.8,38.928
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,BARBADOS,BARBADOS,Shrimp equivalents,127.44,0.024
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,BELARUS,BELARUS,Shrimp equivalents,11161.2,5.976
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHILE,CHILE,Shrimp equivalents,364.8,0.048
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHILE,CHILE,Shrimp equivalents,36249.6,5.064
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHINA (HONG KONG),CHINA (HONG KONG),Shrimp equivalents,143136,19.992
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,118449,23.928
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,1100337.6,149.76
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,CHINA (MAINLAND),CHINA (MAINLAND),Shrimp equivalents,149760,24.96
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,COSTA RICA,COSTA RICA,Shrimp equivalents,3648,0.912
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,DENMARK,EUROPEAN UNION,Shrimp equivalents,128659.2,16.416
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,EL SALVADOR,EL SALVADOR,Shrimp equivalents,265.2,0.036
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,GREECE,EUROPEAN UNION,Shrimp equivalents,572530.92,99.936
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,GREECE,EUROPEAN UNION,Shrimp equivalents,1038881.41,210.521058571429
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,GREECE,EUROPEAN UNION,Shrimp equivalents,720802.2,120
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,GREECE,EUROPEAN UNION,Shrimp equivalents,326000,50
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ISRAEL,ISRAEL,Shrimp equivalents,6468,0.996
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ITALY,EUROPEAN UNION,Shrimp equivalents,1309704.57,230.544
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ITALY,EUROPEAN UNION,Shrimp equivalents,834434.39,117.948
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ITALY,EUROPEAN UNION,Shrimp equivalents,156247.2,24
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,ITALY,EUROPEAN UNION,Shrimp equivalents,3251931.95,777.76
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,JAPAN,JAPAN,Shrimp equivalents,464885.4,85.3442162162162
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,JAPAN,JAPAN,Shrimp equivalents,114660,21.84
2017,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,JAPAN,JAPAN,Shrimp equivalents,2049783.35,391.52
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,LEBANON,LEBANON,Shrimp equivalents,70806.6,10.6316216216216
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,LEBANON,LEBANON,Shrimp equivalents,5428.8,1.872
2013,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,LITHUANIA,EUROPEAN UNION,Shrimp equivalents,11161.2,5.976
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,LITHUANIA,EUROPEAN UNION,Shrimp equivalents,30748.8,4.02
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,MOLDOVA,MOLDOVA,Shrimp equivalents,37212,5.532
2014,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,603014.4,99.84
2015,ARGENTINA,PUERTO MADRYN,PESCARGEN SOCIEDAD ANONIMA,PESCARGEN SOCIEDAD ANONIMA,PORTUGAL,EUROPEAN UNION,Shrimp equivalents,579117.6,99.84
